vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023;GO TO-U;Location Lake;221760.09;13868.405;2023-12-13T18:55:22.193014200
vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023;GO TO-U;Location Tooth;2945.42;1264.374;2023-12-13T18:55:23.267012200
vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023;GO TO-U;Location Boo;127803.24;7992.314;2023-12-13T18:55:24.719724700
vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023;GO TO-U;Location Tee;9200.27;4984.884;2023-12-13T18:55:26.184284600
vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023 vs  Aug 31, 2023 - Sep 30, 2023;GO TO-U;Location Maoo;6736.29;4811.980;2023-12-13T18:55:27.264289500
vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023 vs  Oct 1, 2023 - Oct 31, 2023;GO TO-U;Location Arara;3578.16;12938.410;2023-12-13T18:55:28.786109600
